dataset,mistakes,total,config.EDGE_DETECTION.APERTURE,config.EDGE_DETECTION.HIGH_THRESHOLD,config.EDGE_DETECTION.LOW_THRESHOLD,config.LINE_DETECTION.THRESHOLD,config.LINE_REFINEMENT.LINE_THRESHOLD,config.MAX_OUTLIER_INTERSECTION_POINT_RATIO_PER_LINE,config.RANSAC.BEST_SOLUTION_TOLERANCE,config.RANSAC.OFFSET_TOLERANCE
VAL,25,146,3,500,120,100,3,0.5,0.1,0.05
VAL,8,146,3,300,100,100,3,0.7,0.1,0.15000000000000002
VAL,28,146,3,400,140,200,3,0.7,0.1,0.15000000000000002
VAL,133,146,3,150,90,250,3,0.5,0.1,0.1
VAL,7,146,3,500,100,200,3,0.7,0.1,0.05
VAL,4,146,3,250,150,200,3,0.5,0.1,0.05
VAL,115,146,3,200,100,250,3,0.7,0.1,0.05
VAL,112,146,3,500,100,250,3,0.5,0.1,0.1
VAL,15,146,3,450,140,100,3,0.5,0.1,0.2
VAL,5,146,3,450,80,200,3,0.7,0.1,0.05
VAL,9,146,3,450,130,150,3,0.5,0.1,0.15000000000000002
VAL,95,146,3,400,90,250,3,0.7,0.1,0.1
VAL,91,146,3,300,90,250,3,0.5,0.1,0.05
VAL,16,146,3,450,110,200,3,0.5,0.1,0.15000000000000002
VAL,51,146,3,500,150,100,3,0.7,0.1,0.05
VAL,121,146,3,250,90,100,3,0.7,0.1,0.05
VAL,1,146,3,350,120,150,3,0.5,0.1,0.1
VAL,55,146,3,250,100,150,3,0.7,0.1,0.1
VAL,102,146,3,300,80,250,3,0.7,0.1,0.1
VAL,20,146,3,400,110,150,3,0.7,0.1,0.2
VAL,3,146,3,450,110,200,3,0.7,0.1,0.1
VAL,3,146,3,300,120,100,3,0.7,0.1,0.15000000000000002
VAL,130,146,3,150,80,200,3,0.7,0.1,0.05
VAL,116,146,3,450,80,250,3,0.7,0.1,0.2
VAL,135,146,3,150,100,250,3,0.7,0.1,0.2
VAL,10,146,3,300,100,150,3,0.7,0.1,0.15000000000000002
VAL,5,146,3,450,80,150,3,0.5,0.1,0.05
VAL,92,146,3,200,110,100,3,0.7,0.1,0.1
VAL,93,146,3,200,90,100,3,0.5,0.1,0.15000000000000002
VAL,12,146,3,350,140,150,3,0.7,0.1,0.05
VAL,122,146,3,500,140,250,3,0.5,0.1,0.05
VAL,10,146,3,300,140,150,3,0.5,0.1,0.15000000000000002
VAL,124,146,3,150,100,100,3,0.7,0.1,0.2
VAL,2,146,3,450,80,100,3,0.7,0.1,0.2
VAL,2,146,3,450,100,100,3,0.5,0.1,0.1
VAL,83,146,3,250,80,100,3,0.5,0.1,0.1
VAL,116,146,3,300,150,250,3,0.5,0.1,0.15000000000000002
VAL,84,146,3,250,80,200,3,0.7,0.1,0.1
VAL,8,146,3,350,150,150,3,0.7,0.1,0.1
VAL,40,146,3,350,90,150,3,0.5,0.1,0.2
VAL,12,146,3,350,130,200,3,0.7,0.1,0.05
VAL,120,146,3,150,130,250,3,0.7,0.1,0.1
VAL,94,146,3,150,130,100,3,0.7,0.1,0.15000000000000002
VAL,98,146,3,300,90,250,3,0.7,0.1,0.05
VAL,102,146,3,150,140,200,3,0.7,0.1,0.15000000000000002
VAL,9,146,3,450,140,150,3,0.5,0.1,0.05
VAL,28,146,3,200,140,100,3,0.7,0.1,0.2
VAL,61,146,3,200,140,150,3,0.5,0.1,0.15000000000000002
VAL,146,146,3,100,100,100,3,0.5,0.1,0.1
VAL,17,146,3,450,140,150,3,0.7,0.1,0.05
VAL,108,146,3,150,120,200,3,0.7,0.1,0.1
VAL,111,146,3,250,150,250,3,0.5,0.1,0.15000000000000002
VAL,4,146,3,400,110,200,3,0.7,0.1,0.1
VAL,8,146,3,350,110,150,3,0.7,0.1,0.05
VAL,10,146,3,500,140,100,3,0.5,0.1,0.1
VAL,3,146,3,450,100,200,3,0.7,0.1,0.1
VAL,83,146,3,200,100,150,3,0.7,0.1,0.1
VAL,101,146,3,500,80,250,3,0.7,0.1,0.1
VAL,6,146,3,400,90,200,3,0.7,0.1,0.05
VAL,142,146,3,100,90,200,3,0.7,0.1,0.15000000000000002
VAL,30,146,3,250,120,200,3,0.5,0.1,0.05
VAL,111,146,3,350,130,250,3,0.7,0.1,0.05
VAL,94,146,3,350,110,250,3,0.5,0.1,0.1
VAL,87,146,3,250,130,250,3,0.5,0.1,0.05
VAL,112,146,3,400,130,250,3,0.7,0.1,0.1
VAL,122,146,3,150,100,200,3,0.5,0.1,0.15000000000000002
VAL,36,146,3,250,140,150,3,0.7,0.1,0.2
VAL,33,146,3,350,150,150,3,0.7,0.1,0.2
VAL,143,146,3,150,80,100,3,0.5,0.1,0.05
VAL,47,146,3,300,90,200,3,0.5,0.1,0.15000000000000002
VAL,46,146,3,300,80,150,3,0.5,0.1,0.1
VAL,137,146,3,200,90,100,3,0.7,0.1,0.05
VAL,20,146,3,500,110,200,3,0.5,0.1,0.15000000000000002
VAL,11,146,3,500,120,200,3,0.7,0.1,0.1
VAL,110,146,3,150,150,200,3,0.5,0.1,0.2
VAL,25,146,3,500,150,150,3,0.7,0.1,0.05
VAL,2,146,3,300,110,150,3,0.7,0.1,0.1
VAL,3,146,3,400,120,100,3,0.7,0.1,0.15000000000000002
VAL,2,146,3,400,100,150,3,0.5,0.1,0.05
VAL,146,146,3,100,100,100,3,0.7,0.1,0.1
VAL,7,146,3,350,100,150,3,0.7,0.1,0.15000000000000002
VAL,123,146,3,200,140,250,3,0.7,0.1,0.2
VAL,3,146,3,350,110,200,3,0.7,0.1,0.1
VAL,118,146,3,400,120,250,3,0.7,0.1,0.15000000000000002
VAL,9,146,3,300,100,200,3,0.7,0.1,0.1
VAL,9,146,3,400,140,100,3,0.5,0.1,0.1
VAL,89,146,3,200,110,150,3,0.7,0.1,0.05
VAL,121,146,3,150,150,250,3,0.5,0.1,0.15000000000000002
VAL,118,146,3,150,100,150,3,0.7,0.1,0.1
VAL,4,146,3,300,140,150,3,0.7,0.1,0.1
VAL,138,146,3,150,100,250,3,0.5,0.1,0.2
VAL,11,146,3,350,80,100,3,0.7,0.1,0.2
VAL,107,146,3,450,110,250,3,0.5,0.1,0.1
VAL,122,146,3,500,130,250,3,0.7,0.1,0.05
VAL,3,146,3,350,120,200,3,0.5,0.1,0.05
VAL,90,146,3,250,130,250,3,0.7,0.1,0.1
VAL,111,146,3,200,150,250,3,0.7,0.1,0.05
VAL,17,146,3,250,140,200,3,0.7,0.1,0.15000000000000002
VAL,123,146,3,150,100,150,3,0.5,0.1,0.2
VAL,132,146,3,500,150,250,3,0.7,0.1,0.2
VAL,12,146,3,450,150,150,3,0.7,0.1,0.1
VAL,45,146,3,250,150,150,3,0.5,0.1,0.2
VAL,29,146,3,450,140,150,3,0.7,0.1,0.2
VAL,26,146,3,500,90,150,3,0.5,0.1,0.2
VAL,16,146,3,400,90,200,3,0.7,0.1,0.15000000000000002
VAL,36,146,3,450,150,200,3,0.5,0.1,0.1
VAL,129,146,3,150,80,150,3,0.5,0.1,0.05
VAL,82,146,3,300,110,100,3,0.7,0.1,0.05
VAL,121,146,3,200,80,250,3,0.7,0.1,0.1
VAL,32,146,3,450,140,200,3,0.7,0.1,0.15000000000000002
VAL,140,146,3,100,90,150,3,0.7,0.1,0.2
VAL,123,146,3,350,130,250,3,0.5,0.1,0.2
VAL,100,146,3,500,80,250,3,0.7,0.1,0.1
VAL,92,146,3,150,130,150,3,0.7,0.1,0.1
VAL,116,146,3,350,80,250,3,0.7,0.1,0.2
VAL,65,146,3,200,120,100,3,0.5,0.1,0.2
VAL,20,146,3,500,150,150,3,0.5,0.1,0.05
VAL,2,146,3,450,120,150,3,0.5,0.1,0.05
VAL,146,146,3,400,90,50,3,0.7,0.1,0.05
VAL,76,146,3,250,80,150,3,0.7,0.1,0.15000000000000002
VAL,2,146,3,350,90,100,3,0.5,0.1,0.15000000000000002
VAL,30,146,3,250,140,100,3,0.5,0.1,0.05
VAL,95,146,3,300,130,250,3,0.7,0.1,0.1
VAL,10,146,3,350,120,100,3,0.7,0.1,0.1
VAL,10,146,3,300,140,200,3,0.5,0.1,0.1
VAL,146,146,3,100,90,50,3,0.5,0.1,0.05
VAL,80,146,3,250,150,200,3,0.5,0.1,0.2
VAL,45,146,3,400,100,200,3,0.7,0.1,0.2
VAL,18,146,3,500,150,150,3,0.7,0.1,0.1
VAL,11,146,3,500,130,100,3,0.7,0.1,0.1
VAL,131,146,3,150,110,250,3,0.7,0.1,0.15000000000000002
VAL,5,146,3,300,110,200,3,0.7,0.1,0.1
VAL,134,146,3,150,80,250,3,0.7,0.1,0.1
VAL,29,146,3,250,120,150,3,0.5,0.1,0.1
VAL,65,146,3,350,150,100,3,0.7,0.1,0.05
VAL,23,146,3,350,110,200,3,0.5,0.1,0.15000000000000002
VAL,8,146,3,500,80,100,3,0.7,0.1,0.1
VAL,116,146,3,400,90,250,3,0.5,0.1,0.2
VAL,90,146,3,150,140,150,3,0.7,0.1,0.2
VAL,12,146,3,300,90,100,3,0.5,0.1,0.15000000000000002
VAL,98,146,3,150,120,150,3,0.7,0.1,0.15000000000000002
VAL,10,146,3,350,110,100,3,0.7,0.1,0.1
VAL,144,146,3,100,80,200,3,0.5,0.1,0.05
VAL,8,146,3,450,100,150,3,0.7,0.1,0.15000000000000002
VAL,5,146,3,300,120,100,3,0.5,0.1,0.2
VAL,118,146,3,300,80,250,3,0.7,0.1,0.2
VAL,146,146,3,400,130,50,3,0.7,0.1,0.05
VAL,52,146,3,300,100,200,3,0.7,0.1,0.2
VAL,73,146,3,300,150,200,3,0.5,0.1,0.2
VAL,68,146,3,200,140,200,3,0.5,0.1,0.1
VAL,9,146,3,450,120,100,3,0.7,0.1,0.1
VAL,33,146,3,300,100,100,3,0.5,0.1,0.05
VAL,142,146,3,100,100,150,3,0.7,0.1,0.05
VAL,6,146,3,350,100,200,3,0.7,0.1,0.1
VAL,97,146,3,300,120,250,3,0.7,0.1,0.15000000000000002
VAL,35,146,3,300,80,100,3,0.7,0.1,0.2
VAL,82,146,3,150,140,150,3,0.7,0.1,0.1
VAL,144,146,3,100,90,250,3,0.5,0.1,0.2
VAL,19,146,3,350,150,200,3,0.7,0.1,0.1
VAL,9,146,3,400,140,150,3,0.7,0.1,0.1
VAL,146,146,3,450,130,50,3,0.7,0.1,0.05
VAL,11,146,3,450,130,100,3,0.5,0.1,0.2
VAL,103,146,3,200,80,200,3,0.5,0.1,0.05
VAL,92,146,3,300,90,250,3,0.5,0.1,0.1
VAL,121,146,3,150,150,250,3,0.7,0.1,0.05
VAL,49,146,3,300,80,200,3,0.5,0.1,0.05
VAL,70,146,3,250,90,150,3,0.5,0.1,0.05
VAL,112,146,3,500,110,250,3,0.5,0.1,0.1
VAL,25,146,3,500,150,100,3,0.5,0.1,0.05
VAL,124,146,3,150,120,250,3,0.5,0.1,0.1
VAL,30,146,3,400,130,200,3,0.7,0.1,0.15000000000000002
VAL,1,146,3,450,110,150,3,0.7,0.1,0.1
VAL,33,146,3,450,90,150,3,0.5,0.1,0.2
VAL,120,146,3,150,110,200,3,0.7,0.1,0.2
VAL,117,146,3,250,90,250,3,0.7,0.1,0.1
VAL,52,146,3,400,140,200,3,0.7,0.1,0.2
VAL,145,146,3,150,80,100,3,0.7,0.1,0.05
VAL,104,146,3,200,110,200,3,0.5,0.1,0.2
VAL,133,146,3,500,150,250,3,0.5,0.1,0.2
VAL,9,146,3,500,130,150,3,0.5,0.1,0.1
VAL,2,146,3,350,110,150,3,0.5,0.1,0.05
VAL,24,146,3,350,90,150,3,0.7,0.1,0.05
VAL,98,146,3,150,140,100,3,0.5,0.1,0.05
VAL,94,146,3,150,130,100,3,0.5,0.1,0.15000000000000002
VAL,34,146,3,200,150,100,3,0.7,0.1,0.1
VAL,2,146,3,400,120,150,3,0.5,0.1,0.05
VAL,8,146,3,300,140,150,3,0.7,0.1,0.15000000000000002
VAL,103,146,3,200,80,100,3,0.5,0.1,0.2
VAL,122,146,3,400,120,250,3,0.7,0.1,0.2
VAL,89,146,3,200,90,150,3,0.7,0.1,0.1
VAL,128,146,3,500,130,250,3,0.5,0.1,0.2
VAL,1,146,3,500,90,150,3,0.5,0.1,0.1
VAL,34,146,3,300,100,150,3,0.7,0.1,0.2
VAL,112,146,3,250,150,250,3,0.7,0.1,0.15000000000000002
VAL,99,146,3,200,90,200,3,0.5,0.1,0.15000000000000002
VAL,95,146,3,250,120,250,3,0.7,0.1,0.1
VAL,7,146,3,400,80,150,3,0.5,0.1,0.1
VAL,55,146,3,500,110,100,3,0.7,0.1,0.05
VAL,48,146,3,450,150,200,3,0.5,0.1,0.15000000000000002
VAL,27,146,3,400,110,100,3,0.5,0.1,0.05
VAL,5,146,3,450,110,200,3,0.5,0.1,0.1
VAL,49,146,3,300,130,150,3,0.5,0.1,0.2
VAL,47,146,3,250,150,200,3,0.7,0.1,0.2
VAL,11,146,3,350,90,100,3,0.5,0.1,0.2
VAL,104,146,3,150,120,200,3,0.5,0.1,0.05
VAL,114,146,3,350,150,250,3,0.5,0.1,0.1
VAL,5,146,3,400,120,100,3,0.7,0.1,0.2
VAL,130,146,3,250,100,250,3,0.5,0.1,0.2
VAL,110,146,3,450,100,250,3,0.5,0.1,0.15000000000000002
VAL,141,146,3,100,100,200,3,0.7,0.1,0.1
VAL,34,146,3,250,120,200,3,0.7,0.1,0.1
VAL,51,146,3,250,110,150,3,0.7,0.1,0.05
VAL,67,146,3,200,120,100,3,0.5,0.1,0.1
VAL,131,146,3,400,140,250,3,0.5,0.1,0.2
VAL,28,146,3,450,140,200,3,0.7,0.1,0.1
VAL,105,146,3,450,80,250,3,0.7,0.1,0.15000000000000002
VAL,6,146,3,250,150,150,3,0.5,0.1,0.05
VAL,33,146,3,300,90,150,3,0.7,0.1,0.05
VAL,108,146,3,150,150,200,3,0.7,0.1,0.2
VAL,45,146,3,350,130,150,3,0.5,0.1,0.2
VAL,146,146,3,200,80,50,3,0.7,0.1,0.05
VAL,146,146,3,500,110,50,3,0.7,0.1,0.05
VAL,6,146,3,350,110,200,3,0.5,0.1,0.1
VAL,23,146,3,400,150,100,3,0.5,0.1,0.05
VAL,107,146,3,300,150,250,3,0.5,0.1,0.1
VAL,103,146,3,400,90,250,3,0.7,0.1,0.05
VAL,80,146,3,250,80,200,3,0.5,0.1,0.05
VAL,122,146,3,150,100,200,3,0.7,0.1,0.15000000000000002
VAL,7,146,3,450,90,100,3,0.5,0.1,0.2
VAL,1,146,3,450,100,150,3,0.7,0.1,0.1
VAL,117,146,3,400,140,250,3,0.5,0.1,0.15000000000000002
VAL,123,146,3,250,140,250,3,0.5,0.1,0.2
VAL,43,146,3,250,100,100,3,0.7,0.1,0.2
VAL,4,146,3,450,120,100,3,0.7,0.1,0.2
VAL,146,146,3,100,80,100,3,0.7,0.1,0.2
VAL,17,146,3,400,140,200,3,0.7,0.1,0.1
VAL,129,146,3,100,100,150,3,0.5,0.1,0.1
VAL,14,146,3,250,120,100,3,0.5,0.1,0.1
VAL,13,146,3,300,150,150,3,0.7,0.1,0.05
VAL,95,146,3,300,110,250,3,0.5,0.1,0.15000000000000002
VAL,90,146,3,200,100,200,3,0.5,0.1,0.1
VAL,126,146,3,150,110,200,3,0.5,0.1,0.2
VAL,57,146,3,500,140,200,3,0.7,0.1,0.2
VAL,122,146,3,450,120,250,3,0.7,0.1,0.2
VAL,115,146,3,500,110,250,3,0.5,0.1,0.15000000000000002
VAL,127,146,3,250,100,250,3,0.7,0.1,0.2
VAL,15,146,3,350,80,150,3,0.5,0.1,0.05
VAL,49,146,3,200,130,100,3,0.5,0.1,0.15000000000000002
VAL,65,146,3,250,100,150,3,0.7,0.1,0.2
VAL,3,146,3,400,90,150,3,0.5,0.1,0.1
VAL,118,146,3,500,90,250,3,0.5,0.1,0.2
VAL,23,146,3,300,90,150,3,0.7,0.1,0.1
VAL,62,146,3,400,150,100,3,0.7,0.1,0.05
VAL,114,146,3,200,130,100,3,0.7,0.1,0.05
VAL,53,146,3,200,150,200,3,0.7,0.1,0.05
VAL,91,146,3,300,120,250,3,0.7,0.1,0.1
VAL,36,146,3,250,130,200,3,0.5,0.1,0.15000000000000002
VAL,121,146,3,150,120,100,3,0.5,0.1,0.05
VAL,123,146,3,150,150,250,3,0.7,0.1,0.15000000000000002
VAL,131,146,3,450,140,250,3,0.5,0.1,0.2
VAL,77,146,3,450,90,100,3,0.7,0.1,0.05
VAL,104,146,3,450,100,250,3,0.7,0.1,0.1
VAL,64,146,3,250,100,200,3,0.7,0.1,0.15000000000000002
VAL,115,146,3,200,90,250,3,0.5,0.1,0.1
VAL,7,146,3,400,80,200,3,0.5,0.1,0.05
VAL,80,146,3,250,90,200,3,0.7,0.1,0.1
VAL,18,146,3,250,130,150,3,0.5,0.1,0.05
VAL,109,146,3,500,90,250,3,0.7,0.1,0.05
VAL,127,146,3,450,150,250,3,0.5,0.1,0.1
VAL,96,146,3,200,90,100,3,0.7,0.1,0.15000000000000002
VAL,47,146,3,250,110,150,3,0.5,0.1,0.05
VAL,7,146,3,500,90,150,3,0.7,0.1,0.05
VAL,5,146,3,500,110,200,3,0.5,0.1,0.05
VAL,22,146,3,500,130,200,3,0.7,0.1,0.05
VAL,101,146,3,300,80,100,3,0.7,0.1,0.05
VAL,146,146,3,250,120,50,3,0.7,0.1,0.05
VAL,74,146,3,250,110,150,3,0.5,0.1,0.2
VAL,131,146,3,150,110,250,3,0.5,0.1,0.15000000000000002
VAL,54,146,3,200,150,150,3,0.7,0.1,0.05
VAL,3,146,3,400,100,100,3,0.5,0.1,0.1
VAL,7,146,3,300,140,200,3,0.7,0.1,0.1
VAL,9,146,3,500,130,100,3,0.5,0.1,0.15000000000000002
VAL,111,146,3,400,140,250,3,0.5,0.1,0.05
VAL,33,146,3,250,120,150,3,0.7,0.1,0.15000000000000002
VAL,82,146,3,200,110,150,3,0.5,0.1,0.05
VAL,42,146,3,250,110,100,3,0.7,0.1,0.1
VAL,12,146,3,450,140,150,3,0.7,0.1,0.15000000000000002
VAL,58,146,3,400,120,200,3,0.5,0.1,0.2
VAL,99,146,3,400,100,250,3,0.7,0.1,0.1
VAL,61,146,3,300,110,200,3,0.5,0.1,0.2
VAL,79,146,3,250,80,200,3,0.7,0.1,0.05
VAL,145,146,3,100,80,150,3,0.7,0.1,0.15000000000000002
VAL,1,146,3,450,100,100,3,0.5,0.1,0.15000000000000002
VAL,95,146,3,200,90,200,3,0.7,0.1,0.1
VAL,25,146,3,500,150,100,3,0.5,0.1,0.05
VAL,101,146,3,150,120,150,3,0.5,0.1,0.1
VAL,39,146,3,350,150,200,3,0.5,0.1,0.15000000000000002
VAL,131,146,3,150,90,250,3,0.5,0.1,0.05
VAL,9,146,3,450,90,150,3,0.5,0.1,0.15000000000000002
VAL,121,146,3,150,100,150,3,0.7,0.1,0.2
VAL,117,146,3,300,120,250,3,0.7,0.1,0.2
VAL,42,146,3,450,80,200,3,0.5,0.1,0.2
VAL,97,146,3,150,130,200,3,0.7,0.1,0.1
VAL,13,146,3,400,140,150,3,0.7,0.1,0.15000000000000002
VAL,125,146,3,150,90,200,3,0.5,0.1,0.05
VAL,9,146,3,300,150,100,3,0.7,0.1,0.1
VAL,108,146,3,350,140,250,3,0.7,0.1,0.1
VAL,1,146,3,300,130,100,3,0.5,0.1,0.15000000000000002
VAL,146,146,3,350,80,50,3,0.7,0.1,0.05
VAL,123,146,3,250,80,100,3,0.7,0.1,0.05
VAL,7,146,3,400,140,100,3,0.5,0.1,0.15000000000000002
VAL,4,146,3,450,80,100,3,0.7,0.1,0.15000000000000002
VAL,32,146,3,250,120,200,3,0.7,0.1,0.05
VAL,80,146,3,150,150,150,3,0.5,0.1,0.05
VAL,11,146,3,450,90,150,3,0.7,0.1,0.05
VAL,31,146,3,300,150,200,3,0.5,0.1,0.15000000000000002
VAL,71,146,3,400,110,100,3,0.7,0.1,0.05
VAL,71,146,3,250,80,150,3,0.5,0.1,0.1
VAL,124,146,3,150,120,250,3,0.7,0.1,0.1
VAL,13,146,3,350,90,150,3,0.5,0.1,0.15000000000000002
VAL,132,146,3,150,80,150,3,0.5,0.1,0.05
VAL,120,146,3,150,130,250,3,0.5,0.1,0.05
VAL,112,146,3,400,130,250,3,0.7,0.1,0.05
VAL,73,146,3,200,130,150,3,0.5,0.1,0.05
VAL,146,146,3,300,80,50,3,0.7,0.1,0.05
VAL,121,146,3,200,110,250,3,0.7,0.1,0.05
VAL,90,146,3,250,130,250,3,0.5,0.1,0.1
VAL,27,146,3,300,100,200,3,0.7,0.1,0.15000000000000002
VAL,13,146,3,500,130,150,3,0.7,0.1,0.05
VAL,98,146,3,150,150,150,3,0.5,0.1,0.2
VAL,31,146,3,450,130,150,3,0.5,0.1,0.2
VAL,6,146,3,500,90,200,3,0.7,0.1,0.05
VAL,3,146,3,400,110,200,3,0.5,0.1,0.05
VAL,15,146,3,300,90,100,3,0.7,0.1,0.15000000000000002
VAL,86,146,3,350,90,100,3,0.7,0.1,0.05
VAL,5,146,3,300,140,100,3,0.5,0.1,0.1
VAL,122,146,3,200,110,250,3,0.5,0.1,0.15000000000000002
VAL,96,146,3,400,100,250,3,0.5,0.1,0.05
VAL,85,146,3,200,100,150,3,0.5,0.1,0.15000000000000002
VAL,6,146,3,300,120,100,3,0.7,0.1,0.2
VAL,7,146,3,300,150,100,3,0.5,0.1,0.1
VAL,120,146,3,200,120,250,3,0.5,0.1,0.15000000000000002
VAL,92,146,3,400,90,250,3,0.5,0.1,0.05
VAL,90,146,3,200,90,150,3,0.5,0.1,0.15000000000000002
VAL,5,146,3,300,130,100,3,0.7,0.1,0.2
VAL,116,146,3,400,140,250,3,0.7,0.1,0.05
VAL,61,146,3,200,140,150,3,0.5,0.1,0.05
VAL,116,146,3,200,120,250,3,0.7,0.1,0.05
VAL,80,146,3,250,90,200,3,0.7,0.1,0.05
VAL,90,146,3,250,140,250,3,0.5,0.1,0.1
VAL,17,146,3,300,110,200,3,0.7,0.1,0.15000000000000002
VAL,118,146,3,500,80,250,3,0.5,0.1,0.2
VAL,108,146,3,200,80,150,3,0.5,0.1,0.2
VAL,24,146,3,450,140,150,3,0.5,0.1,0.2
VAL,7,146,3,500,80,200,3,0.7,0.1,0.05
VAL,3,146,3,400,100,200,3,0.5,0.1,0.05
VAL,36,146,3,300,80,100,3,0.7,0.1,0.15000000000000002
VAL,24,146,3,300,140,200,3,0.5,0.1,0.15000000000000002
VAL,72,146,3,400,100,100,3,0.7,0.1,0.05
VAL,49,146,3,200,150,150,3,0.5,0.1,0.1
VAL,128,146,3,150,110,250,3,0.7,0.1,0.1
VAL,24,146,3,300,90,150,3,0.5,0.1,0.05
VAL,146,146,3,150,140,50,3,0.7,0.1,0.05
VAL,11,146,3,350,100,150,3,0.5,0.1,0.15000000000000002
VAL,146,146,3,500,90,50,3,0.7,0.1,0.05
VAL,118,146,3,150,140,250,3,0.5,0.1,0.05
VAL,121,146,3,300,110,250,3,0.7,0.1,0.2
VAL,52,146,3,450,90,200,3,0.5,0.1,0.2
VAL,9,146,3,400,130,150,3,0.7,0.1,0.15000000000000002
VAL,130,146,3,150,80,200,3,0.5,0.1,0.05
VAL,9,146,3,300,140,100,3,0.7,0.1,0.1
VAL,3,146,3,300,120,100,3,0.5,0.1,0.15000000000000002
VAL,11,146,3,400,150,100,3,0.5,0.1,0.15000000000000002
VAL,5,146,3,450,90,100,3,0.7,0.1,0.15000000000000002
VAL,20,146,3,250,130,200,3,0.7,0.1,0.05
VAL,109,146,3,150,110,150,3,0.5,0.1,0.1
VAL,35,146,3,350,140,200,3,0.5,0.1,0.15000000000000002
VAL,128,146,3,150,100,250,3,0.5,0.1,0.05
VAL,9,146,3,450,100,150,3,0.5,0.1,0.15000000000000002
VAL,123,146,3,150,90,150,3,0.7,0.1,0.2
VAL,43,146,3,250,110,150,3,0.7,0.1,0.15000000000000002
VAL,52,146,3,250,100,100,3,0.7,0.1,0.1
VAL,127,146,3,400,120,250,3,0.5,0.1,0.2
VAL,11,146,3,450,130,150,3,0.7,0.1,0.15000000000000002
VAL,30,146,3,300,90,200,3,0.7,0.1,0.05
VAL,72,146,3,400,130,200,3,0.5,0.1,0.2
VAL,70,146,3,300,100,200,3,0.5,0.1,0.2
VAL,79,146,3,250,90,200,3,0.7,0.1,0.05
VAL,142,146,3,100,90,150,3,0.7,0.1,0.15000000000000002
VAL,2,146,3,450,110,100,3,0.5,0.1,0.15000000000000002
VAL,128,146,3,150,120,250,3,0.5,0.1,0.15000000000000002
VAL,86,146,3,250,80,150,3,0.7,0.1,0.05
VAL,0,146,3,400,110,100,3,0.5,0.1,0.1
VAL,9,146,3,300,150,200,3,0.7,0.1,0.1
VAL,146,146,3,100,90,50,3,0.7,0.1,0.05
VAL,0,146,3,500,120,100,3,0.5,0.1,0.15000000000000002
VAL,6,146,3,350,90,150,3,0.5,0.1,0.05
VAL,108,146,3,400,130,250,3,0.5,0.1,0.05
VAL,56,146,3,250,110,200,3,0.7,0.1,0.15000000000000002
VAL,115,146,3,200,100,250,3,0.5,0.1,0.1
VAL,3,146,3,400,90,200,3,0.5,0.1,0.05
VAL,11,146,3,250,140,150,3,0.5,0.1,0.05
VAL,113,146,3,500,100,250,3,0.7,0.1,0.05
VAL,101,146,3,500,80,250,3,0.5,0.1,0.1
VAL,104,146,3,200,80,100,3,0.7,0.1,0.15000000000000002
VAL,3,146,3,500,100,200,3,0.5,0.1,0.05
VAL,9,146,3,500,120,200,3,0.7,0.1,0.05
VAL,65,146,3,250,120,150,3,0.5,0.1,0.2
VAL,83,146,3,250,90,150,3,0.7,0.1,0.2
VAL,45,146,3,250,110,200,3,0.7,0.1,0.1
VAL,3,146,3,400,100,150,3,0.5,0.1,0.1
VAL,118,146,3,500,100,250,3,0.5,0.1,0.2
VAL,108,146,3,450,120,250,3,0.7,0.1,0.1
VAL,8,146,3,300,100,150,3,0.7,0.1,0.1
VAL,67,146,3,400,140,100,3,0.7,0.1,0.05
VAL,123,146,3,200,120,100,3,0.7,0.1,0.05
VAL,86,146,3,300,110,250,3,0.7,0.1,0.1
VAL,46,146,3,250,120,200,3,0.5,0.1,0.15000000000000002
VAL,113,146,3,150,130,100,3,0.5,0.1,0.05
VAL,123,146,3,200,80,250,3,0.7,0.1,0.15000000000000002
VAL,16,146,3,250,130,150,3,0.5,0.1,0.05
VAL,86,146,3,200,110,200,3,0.5,0.1,0.1
VAL,130,146,3,150,100,200,3,0.5,0.1,0.2
VAL,65,146,3,500,150,200,3,0.7,0.1,0.2
VAL,118,146,3,450,110,250,3,0.7,0.1,0.2
VAL,118,146,3,500,120,250,3,0.5,0.1,0.15000000000000002
VAL,128,146,3,250,90,250,3,0.7,0.1,0.2
VAL,6,146,3,300,150,150,3,0.5,0.1,0.05
VAL,60,146,3,200,120,100,3,0.5,0.1,0.15000000000000002
VAL,125,146,3,150,90,200,3,0.7,0.1,0.05
VAL,146,146,3,300,140,50,3,0.7,0.1,0.05
VAL,2,146,3,450,90,150,3,0.7,0.1,0.1
VAL,120,146,3,400,130,250,3,0.5,0.1,0.15000000000000002
VAL,125,146,3,250,130,250,3,0.5,0.1,0.2
VAL,27,146,3,250,110,100,3,0.7,0.1,0.2
VAL,93,146,3,200,90,150,3,0.5,0.1,0.05
VAL,8,146,3,450,130,100,3,0.7,0.1,0.2
VAL,131,146,3,500,150,250,3,0.7,0.1,0.15000000000000002
VAL,90,146,3,150,150,200,3,0.7,0.1,0.1
VAL,24,146,3,400,150,200,3,0.7,0.1,0.1
VAL,125,146,3,150,80,150,3,0.5,0.1,0.1
VAL,11,146,3,250,130,100,3,0.5,0.1,0.1
VAL,26,146,3,350,80,150,3,0.7,0.1,0.05
VAL,96,146,3,400,80,250,3,0.7,0.1,0.1
